user,peak_date,generic_score,hybrid_score,generic_peak_score,hybrid_rank,generic_rank,top_reasons
SSJ0784,2011-02-27,1.0177243559983988,1.063919577033647,1.0177243559983988,254,360,job_site_count=2 (z=6.09); external_attachment_email_count=1 (z=3.00); after_hours_http_count=3 (z=3.58)
JBD0616,2010-10-12,0.6286976843114945,1.0638358289973247,1.0976513963272037,255,302,leak_site_count=1 (z=7.68); usb_file_count=3 (z=2.01); file_count=3 (z=2.01)
JAM0382,2010-12-09,0.35638805392128003,1.0625963166892651,0.5459242793290157,256,795,leak_site_count=2 (z=10.00); external_attachment_email_count=1 (z=1.39); external_email_count=4 (z=1.43)
VIA0063,2010-09-01,0.8945806560483197,1.0624534071260547,0.8945806560483197,257,441,usb_executable_count=1 (z=5.39); external_attachment_email_count=3 (z=5.49); external_email_count=8 (z=2.03)
AAF0535,2010-02-16,0.8202547493532127,1.0606428483859622,1.016251893500746,258,363,usb_executable_count=1 (z=6.00); external_attachment_email_count=2 (z=3.14); usb_file_count=3 (z=1.23)
RHL0992,2010-09-09,1.2053310000262634,1.0584668248307618,1.5076504973685827,259,150,job_site_count=1 (z=3.74); usb_file_count=12 (z=2.42); after_hours_file_count=5 (z=3.93)
JJH0613,2010-05-17,0.6169278266844919,1.055624300420346,0.7618238079949277,260,540,leak_site_count=1 (z=7.68); external_attachment_email_count=4 (z=2.28); usb_file_count=5 (z=0.77)
JJB0127,2011-01-26,0.4228935313433966,1.054334217564538,0.7212132395425557,261,577,leak_site_count=1 (z=7.68); job_site_count=1 (z=2.31); after_hours_email_count=1 (z=3.33)
IKR0401,2010-06-02,0.8111628653712103,1.0542996735147978,0.9965890390833576,262,380,usb_executable_count=1 (z=6.00); usb_file_count=5 (z=1.84); external_attachment_email_count=1 (z=1.56)
RDM0150,2011-01-14,0.8802017596955395,1.0524216189729523,0.8802017596955395,263,447,external_attachment_email_count=1 (z=7.68); leak_site_count=1 (z=5.39); http_domain_count=5 (z=1.80)
HGN0287,2011-02-25,0.6103897286427136,1.0510628366702686,0.6406671956183416,264,650,leak_site_count=1 (z=7.68); external_attachment_email_count=4 (z=3.51); external_email_count=7 (z=2.32)
VMJ0546,2010-09-03,0.5164066881537466,1.0506477712508469,0.7817094117453335,265,522,usb_executable_count=1 (z=7.68); usb_file_count=13 (z=1.02); job_site_count=1 (z=1.12)
DJB0159,2010-02-15,0.3388719347825921,1.050375768452971,0.49104808444722486,266,858,leak_site_count=2 (z=10.00); external_email_count=9 (z=1.58); external_attachment_email_count=2 (z=1.11)
NNA0610,2010-02-16,0.24835472003544923,1.049610094081186,0.2662180748359763,267,995,leak_site_count=1 (z=6.48); job_site_count=2 (z=6.00); external_email_count=8 (z=1.88)
ZKS0899,2011-02-22,1.2042597718521157,1.0476994721942057,1.250352168507633,268,215,external_attachment_email_count=1 (z=7.68); usb_executable_count=1 (z=2.55); external_email_count=2 (z=2.14)
NGO0690,2010-01-22,0.45249582292271956,1.0462571419195263,0.968200865631932,269,395,leak_site_count=2 (z=4.69); job_site_count=1 (z=6.00); external_attachment_email_count=4 (z=2.68)
MTB0620,2010-04-01,0.6030264758807374,1.0459256835805175,0.751761135550272,270,552,usb_executable_count=1 (z=7.68); usb_file_count=11 (z=1.29); external_attachment_email_count=2 (z=1.17)
CRK0916,2010-12-03,0.6016869016538743,1.044991096910613,1.2659384705521075,271,209,leak_site_count=1 (z=7.68); external_attachment_email_count=2 (z=4.27); external_email_count=3 (z=1.19)
PMJ0564,2011-01-17,1.2726279071934057,1.0417462060812464,1.2726279071934057,272,205,after_hours_http_count=3 (z=9.73); after_hours_logon_count=1 (z=4.36); job_site_count=1 (z=2.65)
GCG0951,2010-06-07,1.0438641967851312,1.0413683237532605,1.392208653393947,273,170,external_attachment_email_count=1 (z=6.00); job_site_count=1 (z=5.39); external_email_count=1 (z=3.32)
HTH0007,2011-03-28,0.9862418664360125,1.0408284124915563,0.9862418664360125,274,387,leak_site_count=4 (z=4.33); after_hours_email_count=2 (z=10.00); after_hours_http_count=4 (z=5.38)
BJW0619,2010-06-07,0.1410605861004428,1.0367148771718528,0.5697071041429647,275,744,leak_site_count=1 (z=7.68); job_site_count=1 (z=5.39); external_email_size=32001 (z=0.70)
WGR0833,2010-06-29,0.14559224103764165,1.0365263162976923,0.8618192212880452,276,456,leak_site_count=1 (z=6.00); job_site_count=1 (z=7.68); http_domain_count=2 (z=2.27)
BBG0325,2010-09-14,0.7840300550484464,1.0353698058477534,1.197934339202342,277,236,usb_executable_count=1 (z=6.00); usb_file_count=4 (z=2.30); file_count=4 (z=2.20)
CTA0020,2010-06-23,0.7985345673882147,1.0346366029872094,0.9411062373421393,278,412,leak_site_count=3 (z=5.87); usb_file_count=5 (z=1.91); external_attachment_email_count=2 (z=1.45)
VSA0230,2010-08-12,1.4825227221412256,1.0343181782380644,1.4825227221412256,279,153,after_hours_http_count=1 (z=7.68); after_hours_email_count=1 (z=6.00); usb_file_count=5 (z=2.32)
MPM0220,2010-07-15,0.9815456548816588,1.0336365034058086,1.4756204641933255,280,155,job_site_count=1 (z=6.00); external_attachment_email_count=1 (z=2.75); after_hours_device_count=4 (z=1.47)
DRR0162,2010-10-13,0.7799254872247156,1.0325061538777085,0.9411684350200664,281,411,usb_executable_count=1 (z=6.00); usb_file_count=5 (z=1.94); external_attachment_email_count=2 (z=1.48)
JDB0169,2010-02-15,0.3602590678805573,1.0321159566548335,0.81667820602217,282,496,job_site_count=2 (z=10.00); usb_executable_count=1 (z=2.45); usb_file_count=23 (z=0.64)
TSM0927,2011-05-12,0.2700334612137931,1.0315904535461977,0.7367107581327369,283,563,leak_site_count=1 (z=7.68); job_site_count=3 (z=3.75); external_email_count=4 (z=1.36)
CBG0398,2010-06-07,0.83837554523876,1.031491412251961,0.83837554523876,284,473,job_site_count=1 (z=7.68); after_hours_email_count=1 (z=7.68); external_attachment_email_count=2 (z=2.62)
PMC0328,2010-07-26,0.7765535230294084,1.0301536207181918,1.148861526663654,285,269,usb_executable_count=1 (z=6.00); external_attachment_email_count=1 (z=2.17); usb_file_count=4 (z=1.50)
RTO0313,2010-05-07,0.7759054525163774,1.0297014784997982,1.0468697160549865,286,343,leak_site_count=1 (z=6.00); after_hours_http_count=4 (z=7.99); after_hours_logon_count=1 (z=2.31)
NRO0768,2010-11-05,0.12904262767439595,1.028330255014146,0.9891360855971305,287,385,leak_site_count=1 (z=7.68); job_site_count=1 (z=5.39); http_domain_count=4 (z=1.97)
SMY0792,2011-04-25,0.5758571589087639,1.02697034615821,0.9215159554663214,288,424,usb_executable_count=1 (z=7.68); external_attachment_email_count=3 (z=2.30); usb_file_count=4 (z=0.88)
CTR0697,2010-06-15,0.8256570838083189,1.0226180670679323,1.4432922139101727,289,161,job_site_count=1 (z=7.68); external_attachment_email_count=1 (z=5.39); external_email_count=1 (z=2.11)
AMW0392,2011-03-05,0.6421501673128879,1.0225716404533263,1.1145824812170777,290,289,leak_site_count=1 (z=6.00); after_hours_http_count=12 (z=4.18); after_hours_logon_count=1 (z=1.54)
FAW0032,2010-11-05,1.458140162344795,1.0173070900079966,1.458140162344795,291,158,after_hours_logon_count=1 (z=7.68); after_hours_email_count=1 (z=7.68); external_attachment_email_count=2 (z=1.94)
NKH0979,2011-02-28,0.4249215573965502,1.0162108912472885,0.531020370524225,292,823,leak_site_count=3 (z=6.33); job_site_count=1 (z=3.51); external_attachment_email_count=3 (z=1.70)
KMW0545,2010-09-17,1.0425536616682831,1.015146450140887,1.3213913158094528,293,188,job_site_count=2 (z=4.95); usb_file_count=8 (z=2.88); external_attachment_email_count=2 (z=2.21)
KJJ0293,2010-12-22,0.7488977507947451,1.0108588959033105,1.4062633249421823,294,167,usb_executable_count=1 (z=6.00); usb_file_count=4 (z=1.63); external_email_count=1 (z=2.55)
BJH0811,2010-07-07,0.28105867022581077,1.0100409327156818,0.6621129171234384,295,624,leak_site_count=2 (z=10.00); external_email_count=3 (z=1.08); external_email_size=111853 (z=0.99)
EJW0884,2010-05-06,1.1347274908641458,1.0092085626246332,1.1606673084071304,296,260,external_attachment_email_count=2 (z=10.00); job_site_count=1 (z=3.74); external_email_count=2 (z=2.23)
SAB0781,2010-05-10,0.5729174267062774,1.0079282898240083,1.0959640044296557,297,304,usb_executable_count=1 (z=4.36); job_site_count=1 (z=4.36); usb_file_count=8 (z=1.30)
AAN0823,2010-10-05,1.4433293273419234,1.0069739493083187,1.4433293273419234,298,160,external_attachment_email_count=1 (z=7.68); after_hours_http_count=1 (z=7.68); external_email_count=1 (z=2.11)
TAC0300,2011-01-10,0.8013461157988729,1.0056569265962259,0.9353533564869076,299,416,job_site_count=1 (z=7.68); external_email_count=1 (z=4.36); external_email_size=21974 (z=4.21)
CAM0681,2010-08-03,1.0871803294438547,1.0056544719076637,1.0871803294438547,300,310,after_hours_file_count=2 (z=6.00); leak_site_count=2 (z=3.04); usb_file_count=6 (z=1.77)
LJJ0905,2010-07-20,0.6194184747783972,1.0051687581303546,0.9096811779267631,301,432,job_site_count=6 (z=9.86); external_attachment_email_count=1 (z=2.24); external_email_count=2 (z=2.37)
MKP0861,2010-09-16,0.17973095883259824,1.0022505498377465,0.4690110178265543,302,877,leak_site_count=2 (z=10.00); job_site_count=1 (z=1.08); external_email_size=105049 (z=0.69)
CRD0624,2010-03-01,1.1835426966301468,1.0019757659641353,1.1835426966301468,303,249,after_hours_http_count=1 (z=7.42); after_hours_logon_count=1 (z=3.61); job_site_count=1 (z=3.03)
LUR0896,2010-04-19,1.4359510939536484,1.0018263446188245,1.4359510939536484,304,163,external_attachment_email_count=1 (z=5.39); after_hours_http_count=1 (z=6.00); external_email_count=3 (z=3.55)
NWT0098,2010-06-03,0.4764939472289235,0.9996607526861565,0.9791607488991462,305,391,usb_executable_count=1 (z=6.00); job_site_count=2 (z=3.08); usb_file_count=5 (z=1.36)
UCH0519,2010-09-01,0.7922887637051264,0.9993378437401235,1.0495362734360334,306,338,job_site_count=1 (z=7.68); external_attachment_email_count=1 (z=6.00); external_email_size=40647 (z=1.51)
AVM0947,2010-12-01,0.2656160987926896,0.9992670456693183,1.3367439870928362,307,186,usb_executable_count=2 (z=10.00); usb_file_count=22 (z=0.70); http_domain_count=1 (z=1.25)
SLT0907,2010-04-26,0.7918347396603304,0.9990210827786378,0.7918347396603304,308,511,job_site_count=1 (z=7.68); external_attachment_email_count=1 (z=4.36); external_email_count=3 (z=2.84)
EZT0640,2010-10-08,0.5350169321333431,0.9984771646869867,1.1368833491096162,309,277,leak_site_count=1 (z=7.68); external_attachment_email_count=1 (z=2.05); after_hours_email_count=2 (z=3.25)
CHG0146,2011-05-05,0.41911701719938144,0.9959812169103409,0.47218467811301984,310,872,leak_site_count=2 (z=8.64); external_attachment_email_count=3 (z=2.50); external_email_count=7 (z=1.24)
FHO0630,2010-04-01,0.2603784908261848,0.9956129005764082,0.45803470584494077,311,882,leak_site_count=2 (z=10.00); external_attachment_email_count=2 (z=0.90); external_email_count=5 (z=0.98)
SBN0495,2011-01-27,0.16737495803926153,0.995407121338829,0.5113578463736934,312,840,leak_site_count=1 (z=7.68); job_site_count=1 (z=4.36); http_domain_count=11 (z=1.09)
IMP0530,2010-05-14,0.7249766526894,0.9941697576902789,0.7271609842363312,313,571,leak_site_count=1 (z=6.00); external_attachment_email_count=1 (z=4.36); external_email_count=2 (z=2.42)
AAV0450,2010-10-26,0.9754815358768325,0.993659490561424,1.074247835916856,314,319,external_attachment_email_count=1 (z=7.68); job_site_count=1 (z=5.39); external_email_size=30992 (z=1.78)
EGD0132,2010-09-17,0.7237234454782359,0.9932954270778389,0.9111386704772064,315,430,leak_site_count=1 (z=6.00); usb_file_count=11 (z=2.43); file_count=11 (z=2.43)
KJG0910,2011-02-21,0.5261731581910762,0.9923070898435445,0.758538754385741,316,543,leak_site_count=1 (z=7.68); external_attachment_email_count=1 (z=2.75); external_email_count=2 (z=1.73)
JRF0835,2010-03-09,1.4193912611677704,0.9902729729077469,1.4193912611677704,317,165,external_attachment_email_count=1 (z=7.68); after_hours_email_count=1 (z=7.68); external_email_size=31124 (z=2.64)
AOS0987,2011-02-09,0.25241671209297617,0.9900581712276578,0.5290557904127081,318,825,leak_site_count=2 (z=10.00); http_domain_count=9 (z=1.81); logon_pc_count=2 (z=1.36)
PDW0259,2010-10-22,0.5226389293234938,0.9898413487731379,0.5863830427477221,319,715,leak_site_count=1 (z=7.68); external_attachment_email_count=2 (z=3.51); external_email_count=6 (z=1.46)
CLF0852,2010-06-21,0.25071496618105116,0.9888709066379426,0.45912286960993126,320,881,leak_site_count=2 (z=10.00); external_attachment_email_count=2 (z=0.99); external_email_count=6 (z=1.20)
MDM0625,2011-04-15,0.5152821757999447,0.9847087300357775,0.9993168277247609,321,377,usb_executable_count=1 (z=7.68); external_attachment_email_count=1 (z=2.25); usb_file_count=27 (z=0.68)
KRG0158,2010-11-05,0.5113628817906077,0.9819743388664736,1.0356490179516595,322,347,leak_site_count=1 (z=7.68); after_hours_http_count=1 (z=5.39); after_hours_logon_count=1 (z=1.31)
DLS0383,2010-09-13,0.32270547363725455,0.9806684418316045,0.5597267255728015,323,765,leak_site_count=1 (z=7.68); job_site_count=1 (z=2.24); external_attachment_email_count=2 (z=1.44)
KJP0371,2010-12-27,0.5077552429780132,0.9794573815553611,0.6215012190773189,324,665,leak_site_count=1 (z=7.68); external_attachment_email_count=3 (z=2.35); after_hours_logon_count=3 (z=1.03)
WDO0870,2010-06-23,0.7031170208736096,0.9789188517722857,1.0309678464525631,325,353,leak_site_count=1 (z=6.00); after_hours_http_count=3 (z=6.00); after_hours_logon_count=1 (z=3.32)
BMM0112,2010-07-07,0.5684870713002972,0.978014235790905,0.7625859247355784,326,538,job_site_count=2 (z=10.00); external_attachment_email_count=1 (z=2.75); external_email_count=2 (z=1.69)
CTR0341,2010-08-15,0.7610201854198831,0.9775225565643726,0.9578363084312324,327,402,job_site_count=1 (z=7.68); external_attachment_email_count=1 (z=2.65); external_email_count=2 (z=2.07)
EDB0714,2010-10-22,0.7573955834845719,0.9749937645164809,1.3171702433918187,328,189,job_site_count=1 (z=7.68); external_attachment_email_count=1 (z=3.74); external_email_count=1 (z=2.11)
CEJ0109,2010-05-05,0.5011136522079512,0.974823713576248,0.7640174660831308,329,536,usb_executable_count=1 (z=7.68); usb_file_count=4 (z=1.37); file_count=4 (z=1.37)
EHB0420,2010-01-23,0.695054189210516,0.9732936203794296,0.9174458718506727,330,427,leak_site_count=1 (z=6.00); after_hours_logon_count=3 (z=2.24); after_hours_http_count=6 (z=2.77)
DIB0285,2010-07-07,0.76677558247696,0.9732870767274316,0.9694546037597555,331,392,leak_site_count=1 (z=5.39); usb_file_count=5 (z=1.69); external_attachment_email_count=1 (z=1.40)
ASB0796,2011-01-13,0.4019028298007962,0.9719626491500449,0.7251284157003144,332,572,leak_site_count=1 (z=7.68); external_attachment_email_count=1 (z=1.59); external_email_count=4 (z=1.51)
NHE0919,2010-12-15,0.6921634841874132,0.971276849433079,0.7075550217537461,333,591,leak_site_count=1 (z=6.00); after_hours_email_count=4 (z=4.46); after_hours_http_count=2 (z=2.73)
DMM0623,2011-04-30,1.2557794389522,0.9694508743128758,1.350724255348549,334,182,after_hours_logon_count=2 (z=6.00); after_hours_http_count=2 (z=6.00); after_hours_email_count=6 (z=6.00)
ABM0845,2010-12-16,1.3850229559503757,0.9662950855467738,1.3850229559503757,335,171,external_attachment_email_count=1 (z=7.68); after_hours_email_count=1 (z=6.00); external_email_count=1 (z=3.00)
HSB0196,2010-10-02,0.8722680523867806,0.9633532063719948,1.1535223500413057,336,265,usb_executable_count=1 (z=4.36); after_hours_device_count=8 (z=1.74); external_attachment_email_count=2 (z=1.70)
VSS0154,2010-08-10,0.4838385843425408,0.9627713406468918,1.129425050623911,337,284,usb_executable_count=1 (z=7.68); usb_file_count=3 (z=1.07); external_attachment_email_count=1 (z=0.94)
APG0307,2011-01-03,0.73903679768866,0.9621853093100309,1.2056841940311496,338,232,job_site_count=1 (z=7.68); external_attachment_email_count=1 (z=3.74); external_email_count=1 (z=2.38)
HMM0108,2010-02-22,0.5694434064620738,0.9612096162750349,0.7878950510630484,339,517,usb_executable_count=1 (z=6.93); usb_file_count=10 (z=1.19); external_attachment_email_count=1 (z=1.21)
AMR0400,2010-06-11,0.4815589073171871,0.9611808683036218,1.0807161813083728,340,313,leak_site_count=1 (z=7.68); after_hours_http_count=1 (z=7.68); http_domain_count=7 (z=1.21)
OJK0233,2010-04-06,0.6759513685277012,0.959966071065838,0.7176183816213236,341,581,leak_site_count=1 (z=6.00); after_hours_http_count=1 (z=6.00); external_attachment_email_count=1 (z=1.33)
SJF0094,2010-07-13,0.20917722529976368,0.9598910874184399,0.4814088589804526,342,866,leak_site_count=2 (z=10.00); external_attachment_email_count=1 (z=1.11); external_email_size=29983 (z=0.69)
SXM0895,2010-10-13,0.9258929515070351,0.9590628037917979,1.0077779375295697,343,371,external_attachment_email_count=1 (z=7.68); job_site_count=1 (z=5.39); http_domain_count=4 (z=2.42)
CLH0703,2010-05-05,0.47819448078729243,0.9588335939804397,1.0353580628985253,344,348,leak_site_count=1 (z=7.68); external_email_size=32801 (z=2.42); external_email_count=1 (z=2.38)
HDJ0446,2010-11-24,1.3732108758262747,0.95805409941368,1.3732108758262747,345,174,external_attachment_email_count=1 (z=7.68); external_email_size=30563 (z=4.42); external_email_count=1 (z=4.36)
MHH0180,2010-01-30,1.372771372469358,0.9577474691646685,1.372771372469358,346,176,after_hours_logon_count=2 (z=3.61); external_attachment_email_count=1 (z=3.61); after_hours_http_count=3 (z=5.58)
PEV0323,2010-05-07,1.0948148690888138,0.9566513499663469,1.2734857569193645,347,204,job_site_count=1 (z=3.32); after_hours_logon_count=1 (z=3.32); after_hours_email_count=1 (z=5.39)
JCR0289,2010-08-16,0.4745892093253213,0.9563182883092968,1.0983061726350687,348,301,leak_site_count=1 (z=7.68); external_email_count=1 (z=2.38); external_email_size=28758 (z=2.36)
TEB0251,2010-11-30,0.361458677951693,0.955754468598,0.5823199765140632,349,723,leak_site_count=2 (z=8.64); external_attachment_email_count=1 (z=1.51); external_email_size=64363 (z=1.08)
BTN0061,2010-08-09,1.3696971440736476,0.9556026586560332,1.3696971440736476,350,177,after_hours_logon_count=1 (z=7.68); after_hours_http_count=3 (z=10.00); logon_pc_count=2 (z=1.37)
JKF0465,2010-04-24,1.3672953980646856,0.9539270219055946,1.3672953980646856,351,178,after_hours_http_count=1 (z=7.68); after_hours_logon_count=1 (z=4.36); after_hours_email_count=1 (z=6.00)
AIP0394,2010-09-30,0.46851843593410386,0.9526875841061453,1.2141671012567392,352,230,leak_site_count=1 (z=6.00); external_attachment_email_count=3 (z=3.11); job_site_count=2 (z=2.36)
CCR0863,2010-08-30,0.16214328637593622,0.9525067440697772,0.3092376064569077,353,954,leak_site_count=1 (z=7.68); job_site_count=2 (z=3.68); external_email_size=94552 (z=0.68)
WAS0254,2010-05-25,0.29789030141117073,0.9511706717630759,0.5508254521957151,354,781,leak_site_count=1 (z=6.00); job_site_count=2 (z=4.39); external_attachment_email_count=1 (z=1.21)
GQP0743,2010-06-18,0.23334565973592017,0.9499638748150784,0.4535038197524752,355,885,leak_site_count=1 (z=5.39); job_site_count=1 (z=6.00); external_attachment_email_count=2 (z=0.77)
DOP0562,2010-09-09,0.09286903561166764,0.9496979596044727,0.8523882443775567,356,465,job_site_count=1 (z=7.68); leak_site_count=1 (z=5.39); http_domain_count=6 (z=1.05)
DAL0673,2010-05-07,0.6563228778542674,0.9462717752471633,1.1996255500500839,357,234,usb_executable_count=1 (z=6.00); usb_file_count=3 (z=2.03); file_count=3 (z=2.03)
SGG0787,2010-12-13,0.30857963981383413,0.9435496945987598,0.6137115358988777,358,673,leak_site_count=3 (z=8.95); external_email_count=7 (z=1.52); after_hours_email_count=2 (z=1.36)
PLH0715,2010-05-19,0.9026127917726314,0.9428208318840745,1.0642774193219404,359,326,external_attachment_email_count=1 (z=6.00); job_site_count=1 (z=5.39); external_email_size=28965 (z=1.83)
MDH0580,2010-08-11,1.344251805051701,0.9378500965476985,1.344251805051701,360,184,external_attachment_email_count=1 (z=5.39); external_email_count=1 (z=2.75); external_email_size=32466 (z=2.75)
EMW0105,2011-02-22,0.20904780674797496,0.9375487714793197,0.27931092857742584,361,987,leak_site_count=3 (z=9.73); external_email_count=5 (z=1.31); external_email_size=113089 (z=0.85)
AJC0840,2010-12-27,0.7029837890355788,0.9370320474590437,1.2771610547848837,362,200,job_site_count=1 (z=7.68); after_hours_http_count=1 (z=6.00); external_email_size=37477 (z=2.08)
LOM0086,2010-04-01,0.44542421120650705,0.9359706152031475,0.8363736698197407,363,476,usb_executable_count=1 (z=7.68); usb_file_count=4 (z=0.96); external_attachment_email_count=1 (z=0.88)
MIB0904,2010-09-20,0.6400971873934028,0.9349515260884206,0.6400971873934028,364,652,leak_site_count=1 (z=6.00); external_attachment_email_count=2 (z=4.02); external_email_count=2 (z=1.71)
BNR0965,2010-05-10,0.6379451492830525,0.9334501041509669,1.137466489930084,365,276,leak_site_count=1 (z=6.00); external_email_count=1 (z=3.74); external_email_size=16479 (z=3.58)
LCB0664,2010-08-04,0.1701183580658733,0.9331112921525752,1.0348235136193145,366,349,job_site_count=2 (z=10.00); leak_site_count=3 (z=2.86); logon_pc_count=2 (z=1.53)
ARB0881,2011-02-02,0.44111968607560864,0.9329674581350788,0.8487821633260584,367,466,leak_site_count=1 (z=7.68); external_attachment_email_count=1 (z=1.62); external_email_count=2 (z=1.69)
NCH0179,2010-07-26,0.3271647171521613,0.931828449435536,0.4613692667909682,368,879,leak_site_count=2 (z=8.64); external_attachment_email_count=2 (z=1.34); external_email_count=4 (z=1.10)
MHA0798,2010-07-14,0.3267902258814032,0.9315671764559376,0.3267902258814032,369,940,leak_site_count=2 (z=8.64); external_email_count=7 (z=2.16); external_email_size=218154 (z=1.16)
MJS0890,2010-03-17,0.34178923855326454,0.931079816085306,0.8300556325399789,370,483,leak_site_count=1 (z=6.00); job_site_count=1 (z=3.51); external_attachment_email_count=1 (z=1.33)
TVS0050,2010-07-29,0.670308976451655,0.9309988192755048,1.062768416977432,371,327,leak_site_count=3 (z=5.49); after_hours_logon_count=1 (z=2.65); after_hours_http_count=3 (z=4.29)
ATF0274,2011-01-27,0.1625585511630837,0.927366431044012,0.5409154775363171,372,804,leak_site_count=3 (z=10.00); external_email_size=65919 (z=0.82); logon_pc_count=1 (z=0.71)
HVB0037,2010-12-25,1.0081989463254377,0.9273639193463312,1.03370566747428,373,350,after_hours_logon_count=1 (z=4.36); leak_site_count=1 (z=2.75); after_hours_email_count=9 (z=4.59)
BLB0114,2010-06-04,0.4271196832209186,0.9232000142829695,0.6017173075815313,374,690,leak_site_count=1 (z=7.68); external_attachment_email_count=2 (z=1.98); external_email_count=4 (z=1.52)
NAH0503,2010-04-24,0.8711046190829901,0.9208383858215341,1.253591031562298,375,214,job_site_count=1 (z=5.39); after_hours_logon_count=1 (z=4.36); after_hours_http_count=11 (z=4.74)
AMV0036,2010-04-09,0.1703799140708763,0.9203327776735476,0.29795785132316627,376,967,leak_site_count=1 (z=6.00); job_site_count=1 (z=5.39); http_domain_count=11 (z=1.17)
MLL0598,2010-11-29,0.6176895786671421,0.9193183106980061,1.3088564645913519,377,192,usb_executable_count=1 (z=6.00); usb_file_count=3 (z=2.52); file_count=3 (z=2.48)
JJB0700,2010-05-19,0.8163906296007785,0.9184120671633339,1.162023246769045,378,258,job_site_count=1 (z=6.00); external_attachment_email_count=1 (z=4.36); external_email_size=39501 (z=2.63)
AIM0627,2010-02-10,0.19495144126880262,0.9179996250843963,0.3182877170922825,379,943,leak_site_count=2 (z=9.61); http_domain_count=13 (z=1.25); external_email_count=4 (z=0.77)
BAM0636,2010-02-24,1.3156607454626936,0.9179028456716467,1.3156607454626936,380,190,external_attachment_email_count=2 (z=10.00); external_email_count=3 (z=3.11); external_email_size=123886 (z=1.75)
WPE0538,2010-05-28,0.41770970250449563,0.916634911457558,0.7127219628834401,381,587,leak_site_count=1 (z=7.68); external_attachment_email_count=1 (z=2.05); external_email_size=22971 (z=1.60)
PES0085,2010-01-26,0.2758847600370061,0.914315296126875,0.51410488187719,382,839,leak_site_count=1 (z=4.58); job_site_count=1 (z=6.00); external_email_size=189514 (z=0.99)
FKB0163,2010-07-19,0.475390430404567,0.9130630909799305,0.8541771330785807,383,463,job_site_count=3 (z=10.00); external_attachment_email_count=1 (z=2.87); external_email_count=4 (z=1.19)
XRS0633,2011-04-04,0.4121579117102228,0.9127615690429491,0.9973210422733643,384,379,leak_site_count=1 (z=7.68); external_attachment_email_count=1 (z=2.24); external_email_size=19262 (z=1.24)
PGC0066,2010-08-24,0.1588229563724126,0.9110089209060722,0.589102465899875,385,711,leak_site_count=1 (z=7.68); job_site_count=1 (z=3.01); external_email_size=20674 (z=0.78)
JAJ0849,2011-01-03,0.802007281675115,0.9083771732617082,1.2421783857164936,386,218,job_site_count=1 (z=6.00); external_attachment_email_count=1 (z=3.32); after_hours_http_count=1 (z=3.15)
DLH0029,2010-11-04,0.1350296337133614,0.9081602095674616,0.783898775679628,387,520,leak_site_count=2 (z=10.00); http_domain_count=5 (z=1.05); external_email_size=21947 (z=0.63)
KRL0501,2010-12-28,0.6016266336826839,0.9081116048948957,0.8293238287160497,388,484,usb_executable_count=1 (z=6.00); usb_file_count=5 (z=1.45); file_count=5 (z=1.45)
CIM0926,2010-11-16,0.590968406225612,0.9077345993549112,0.7506697913067061,389,554,leak_site_count=2 (z=6.09); external_attachment_email_count=2 (z=4.72); external_email_count=3 (z=0.99)
GDF0704,2011-01-18,1.3009648693176623,0.907649908826276,1.3009648693176623,390,195,external_attachment_email_count=1 (z=7.68); external_email_size=40016 (z=4.60); external_email_count=1 (z=4.36)
KKS0119,2010-04-20,0.11586979847162504,0.9075223188993488,0.4533529075350678,391,886,leak_site_count=2 (z=7.04); job_site_count=1 (z=4.36); logon_pc_count=1 (z=0.68)
RJM0381,2011-04-06,0.2697243740141672,0.9068861862322976,0.5071827355710271,392,845,leak_site_count=1 (z=7.68); job_site_count=1 (z=1.61); external_email_count=4 (z=1.33)
ASL0378,2011-03-16,0.22596229374153368,0.9065346117888153,0.7097278693465681,393,588,leak_site_count=1 (z=7.68); job_site_count=2 (z=2.13); external_email_size=50124 (z=0.97)
GHH0288,2010-05-17,0.40301124734749977,0.9063801753015145,1.2664011407039897,394,208,usb_executable_count=1 (z=7.68); usb_file_count=10 (z=1.57); file_count=10 (z=1.57)
ARB0834,2010-09-29,1.296482938275368,0.9045229801921173,1.296482938275368,395,197,external_attachment_email_count=1 (z=7.68); after_hours_http_count=1 (z=4.36); external_email_size=32871 (z=2.03)
ESH0135,2010-05-07,0.59643112845673,0.9044868338070209,0.9601387351932643,396,400,leak_site_count=1 (z=6.00); external_attachment_email_count=1 (z=3.00); external_email_count=1 (z=1.90)
XBN0229,2011-03-02,0.3993975871846002,0.9038590170483286,0.7771685553792328,397,526,leak_site_count=1 (z=7.68); external_attachment_email_count=2 (z=2.51); external_email_count=3 (z=1.14)
ADF0397,2010-09-14,0.39857122283278446,0.90328248377962,1.0137934659206678,398,365,leak_site_count=1 (z=7.68); external_attachment_email_count=1 (z=2.55); external_email_size=60866 (z=0.86)
PKB0429,2011-02-04,0.21177552499422805,0.8992286142776762,0.6935494392220929,399,605,leak_site_count=1 (z=7.68); job_site_count=1 (z=2.17); external_email_count=3 (z=0.98)
GZB0469,2010-03-15,1.2883216881579413,0.8988290847613545,1.2883216881579413,400,198,external_attachment_email_count=1 (z=7.68); external_email_size=50561 (z=4.63); external_email_count=1 (z=4.36)
