dataset,scenario,details,user,start,end,answer_event_count,answer_event_types,peak_date,generic_score,hybrid_score,generic_peak_score,hybrid_rank,generic_rank,top_reasons,answer_period_peak_score,answer_period_peak_date,answer_period_top_reasons,answer_period_user_percentile,overall_peak_in_answer_period,peak_days_from_incident_end,ldap_last_present_month,ldap_first_absent_month,absence_month_offset_from_incident_end
4.2,2,r4.2-2-RHL0992.csv,RHL0992,2010-07-13 09:46:08,2010-09-09 20:45:13,226,device:69;email:18;http:139,2010-09-09,1.2053310000262634,1.0584668248307618,1.5076504973685827,259,150,job_site_count=1 (z=3.74); usb_file_count=12 (z=2.42); after_hours_file_count=5 (z=3.93),1.0584668248307618,2010-09-09,job_site_count=1 (z=3.74); usb_file_count=12 (z=2.42); after_hours_file_count=5 (z=3.93),1.0,True,0,2010-08,2010-09,0
4.2,2,r4.2-2-RMW0542.csv,RMW0542,2010-06-21 09:04:43,2010-08-18 17:37:38,236,device:97;email:16;http:123,2010-06-07,0.5236035004314481,1.0659565195522005,0.7464283107064763,252,558,usb_executable_count=1 (z=7.68); usb_file_count=5 (z=1.55); job_site_count=1 (z=1.30),0.7105503078957792,2010-08-02,leak_site_count=1 (z=6.00); external_email_count=6 (z=1.79); external_email_size=162972 (z=0.94),0.9956140350877193,False,-72,2010-07,2010-08,0
4.2,2,r4.2-2-TNM0961.csv,TNM0961,2010-10-15 07:04:48,2010-12-09 16:05:04,218,device:80;email:13;http:125,2010-06-29,1.0281175800075177,1.2056634279122218,1.6602047968850913,196,131,usb_executable_count=1 (z=6.00); external_attachment_email_count=1 (z=3.74); usb_file_count=5 (z=1.59),1.158282416431459,2010-10-20,external_attachment_email_count=2 (z=8.64); external_email_count=3 (z=4.69); external_email_size=80883 (z=2.37),0.997093023255814,False,-163,2010-11,2010-12,0
4.2,2,r4.2-2-VSS0154.csv,VSS0154,2010-09-07 09:49:28,2010-10-29 16:40:54,192,device:64;email:18;http:110,2010-08-10,0.4838385843425408,0.9627713406468918,1.129425050623911,337,284,usb_executable_count=1 (z=7.68); usb_file_count=3 (z=1.07); external_attachment_email_count=1 (z=0.94),0.5261853912096024,2010-10-25,usb_file_count=9 (z=2.29); file_count=9 (z=2.25); unique_file_count=9 (z=2.25),0.9375,False,-80,2010-10,2010-11,1
4.2,2,r4.2-2-XHW0498.csv,XHW0498,2010-08-09 12:48:49,2010-10-06 16:05:32,191,device:80;email:11;http:100,2010-06-15,0.6270790848281041,1.1410710315350312,1.0857561617660656,216,311,leak_site_count=2 (z=8.64); usb_file_count=5 (z=1.71); file_count=5 (z=1.71),0.9936753989669352,2010-08-25,leak_site_count=1 (z=6.00); job_site_count=3 (z=2.85); usb_file_count=3 (z=1.39),0.9927797833935018,False,-113,2010-09,2010-10,0
4.2,3,r4.2-3-BBS0039.csv,BBS0039,2010-08-12 10:24:05,2010-08-13 19:08:58,19,device:4;email:5;file:1;http:3;logon:6,2010-08-12,2.059720398796433,1.9253863247416976,2.059720398796433,57,92,usb_file_count=1 (z=6.00); usb_executable_count=1 (z=6.00); after_hours_device_count=1 (z=6.00),1.9253863247416976,2010-08-12,usb_file_count=1 (z=6.00); usb_executable_count=1 (z=6.00); after_hours_device_count=1 (z=6.00),1.0,True,-1,2010-07,2010-08,0
4.2,3,r4.2-3-BSS0369.csv,BSS0369,2010-09-30 13:31:56,2010-10-01 19:48:03,17,device:4;email:5;file:1;http:1;logon:6,2010-05-18,0.7729449895971526,1.3044135839048363,1.2588307082058885,160,212,usb_executable_count=2 (z=8.64); usb_file_count=19 (z=1.24); external_email_count=6 (z=1.84),0.8443352261253668,2010-09-30,usb_executable_count=1 (z=3.32); after_hours_logon_count=6 (z=1.54); usb_file_count=15 (z=0.82),0.9709090909090909,False,-136,2010-09,2010-10,0
4.2,3,r4.2-3-CCA0046.csv,CCA0046,2010-10-14 08:23:18,2010-10-15 20:01:27,25,device:4;email:5;file:1;http:9;logon:6,2010-10-14,0.973834778246033,1.6061190737756221,1.3640830147536604,85,179,keylogger_site_count=1 (z=6.00); usb_executable_count=1 (z=5.39); after_hours_http_count=1 (z=6.00),1.6061190737756221,2010-10-14,keylogger_site_count=1 (z=6.00); usb_executable_count=1 (z=5.39); after_hours_http_count=1 (z=6.00),1.0,True,-1,2010-09,2010-10,0
4.2,3,r4.2-3-CSC0217.csv,CSC0217,2010-06-10 07:54:10,2010-06-11 17:42:48,19,device:4;email:5;file:1;http:3;logon:6,2010-06-10,1.703764438339073,1.6770449569807486,1.703764438339073,76,127,usb_file_count=1 (z=6.00); usb_executable_count=1 (z=6.00); file_count=1 (z=6.00),1.6770449569807486,2010-06-10,usb_file_count=1 (z=6.00); usb_executable_count=1 (z=6.00); file_count=1 (z=6.00),1.0,True,-1,2010-05,2010-06,0
4.2,3,r4.2-3-GTD0219.csv,GTD0219,2010-06-17 09:06:37,2010-06-18 17:50:42,24,device:4;email:5;file:1;http:8;logon:6,2010-02-23,0.8715781146731283,1.1778451962835779,1.0001587510702754,203,376,usb_executable_count=1 (z=7.00); after_hours_device_count=4 (z=1.62); after_hours_file_count=19 (z=2.01),0.7904447583932216,2010-06-17,usb_executable_count=1 (z=5.39); external_email_count=8 (z=1.75); external_email_size=311473 (z=0.93),0.9518072289156626,False,-115,2010-05,2010-06,0
4.2,3,r4.2-3-JGT0221.csv,JGT0221,2010-07-15 09:43:23,2010-07-16 19:33:29,23,device:4;email:5;file:1;http:7;logon:6,2010-07-15,2.1081005028134,1.9591398856837676,2.1081005028134,53,86,usb_file_count=1 (z=6.00); usb_executable_count=1 (z=6.00); file_count=1 (z=6.00),1.9591398856837676,2010-07-15,usb_file_count=1 (z=6.00); usb_executable_count=1 (z=6.00); file_count=1 (z=6.00),1.0,True,-1,2010-06,2010-07,0
4.2,3,r4.2-3-JLM0364.csv,JLM0364,2011-04-28 09:50:07,2011-04-29 20:04:27,23,device:4;email:5;file:1;http:7;logon:6,2011-04-28,2.105478768076783,2.445682861448918,2.105478768076783,24,87,usb_file_count=1 (z=6.00); keylogger_site_count=1 (z=6.00); usb_executable_count=1 (z=6.00),2.445682861448918,2011-04-28,usb_file_count=1 (z=6.00); keylogger_site_count=1 (z=6.00); usb_executable_count=1 (z=6.00),1.0,True,-1,2011-03,2011-04,0
4.2,3,r4.2-3-JTM0223.csv,JTM0223,2010-07-22 07:27:46,2010-07-23 18:01:20,22,device:4;email:5;file:1;http:6;logon:6,2010-07-22,2.517687233786027,2.2448980700832744,2.517687233786027,34,56,usb_file_count=1 (z=6.00); usb_executable_count=1 (z=6.00); after_hours_device_count=1 (z=6.00),2.2448980700832744,2010-07-22,usb_file_count=1 (z=6.00); usb_executable_count=1 (z=6.00); after_hours_device_count=1 (z=6.00),1.0,True,-1,2010-06,2010-07,0
4.2,3,r4.2-3-MPM0220.csv,MPM0220,2010-11-04 08:59:55,2010-11-05 19:29:06,22,device:4;email:5;file:1;http:6;logon:6,2010-07-15,0.9815456548816588,1.0336365034058086,1.4756204641933255,280,155,job_site_count=1 (z=6.00); external_attachment_email_count=1 (z=2.75); after_hours_device_count=4 (z=1.47),0.699863134928128,2010-11-04,usb_executable_count=2 (z=4.02); after_hours_http_count=1 (z=3.34); after_hours_logon_count=3 (z=0.80),0.9477124183006536,False,-113,2010-10,2010-11,0
4.2,3,r4.2-3-MSO0222.csv,MSO0222,2010-12-09 08:36:36,2010-12-10 17:39:36,19,device:4;email:5;file:1;http:3;logon:6,2010-12-09,2.7113010833768136,2.481646053512517,2.7113010833768136,23,47,usb_file_count=1 (z=6.00); usb_executable_count=1 (z=6.00); after_hours_device_count=1 (z=6.00),2.481646053512517,2010-12-09,usb_file_count=1 (z=6.00); usb_executable_count=1 (z=6.00); after_hours_device_count=1 (z=6.00),1.0,True,-1,2010-11,2010-12,0
